x,y,z,r,c
7.70326,1.20794,5.12113,0.345613,1
8.97913,6.92977,8.51737,0.344453,1
6.95518,8.20979,7.30134,0.131068,0
4.44357,6.94832,8.2261,0.414615,0
4.8006,1.42499,8.71782,0.300781,0
5.53995,4.72303,6.37837,0.507346,0
8.71324,3.30107,2.90828,0.620168,1
4.84624,4.72733,5.59723,0.332658,1
