x,y,z,r,c
7.71815,3.16337,0.758667,0.336778,0
2.83565,3.39606,4.22607,0.618887,0
1.52427,5.62161,7.56888,0.239256,1
4.4091,4.85474,7.59543,0.138163,0
4.45225,4.43254,6.90229,0.415378,1
5,5,5,0.157527,0
