x,y,z,r,c
8.07745,3.18891,0.864499,0.336778,0
3.81022,3.87294,5.84333,0.345613,1
4.05968,5.379,7.23832,0.157192,0
5.44078,3.24326,5.99317,0.223951,0
8.20255,2.67965,9.2518,0.103647,1
3.19069,3.68552,4.50089,0.381823,0
5.13437,4.13831,5.32304,0.477972,0
4.45598,5.21869,5.10423,0.288162,1
