x,y,z,r,c
5.46886,2.63883,5.48603,0.286575,0
0.513383,0.768927,8.01257,0.481802,1
5.51803,2.00103,7.78966,0.36072,1
3.31608,7.44162,6.92609,0.590066,0
4.59765,5.28342,6.24613,0.206616,0
4.92469,5.40902,6.09631,0.148524,1
