x,y,z,r,c
8.36318,3.24888,2.21239,0.336778,0
6.57967,2.24926,4.698,0.345613,1
0.300709,7.62259,7.92183,0.157192,0
5.5679,0.694373,2.36881,0.477972,0
1.39421,5.05142,2.00737,0.288162,1
7.43983,5.96985,6.19922,0.344453,1
5.66444,6.63399,5.55373,0.131068,0
6.36902,4.23735,4.1893,0.520759,1
4.8976,5.29607,5.40321,0.414615,0
