x,y,z,r,c
3.97594,9.11129,6.39214,0.407611,1
6.50958,6.22819,7.73485,0.286575,0
8.0252,9.61292,8.3664,0.3478,0
7.70503,5.67441,6.1829,0.56791,1
1.25564,3.13909,9.26525,0.37105,0
3.99653,6.56551,7.33707,0.573312,1
3.53423,4.6708,6.59617,0.409809,0
5,5,5,0.353014,1
