x,y,z,r,c
7.11942,3.35471,2.00228,0.336778,0
4.36735,4.25557,6.50652,0.39106,1
6.0572,7.28166,7.45329,0.168728,1
5.14919,5.33105,3.06411,0.132991,1
4.79329,4.36857,5.85175,0.479681,0
4.45028,4.78515,4.93347,0.241804,1
