x,y,z,r,c
3.97872,8.99368,5.09995,0.407611,1
5.95447,5.62881,7.79071,0.342164,1
1.20717,7.97199,6.89082,0.421314,0
6.28867,5.14319,8.67749,0.286575,0
5.93383,5.87027,5.39392,0.3478,0
5.53505,4.30557,5.623,0.430164,0
5,5,5,0.220792,1
