x,y,z,r,c
1.2328,5.33091,7.87878,0.263823,1
6.0552,3.64297,8.38853,0.650478,0
5.55554,6.46212,7.72836,0.271392,0
5.17333,3.02735,5.65583,0.575555,0
4.84122,5.94288,4.39506,0.407611,1
4.88834,4.85942,5.63045,0.593759,1
