x,y,z,r,c
8.11917,3.17629,0.96627,0.336778,0
3.62658,3.87513,5.42452,0.345613,1
3.89694,5.22383,7.33397,0.157192,0
5.29491,2.61518,5.88102,0.223951,0
2.31278,3.04621,3.8815,0.381823,0
5.21594,3.49636,5.45309,0.477972,0
3.11484,5.72693,5.35315,0.288162,1
5.35624,6.01219,7.4784,0.585778,0
5,5,5,0.335511,0
