x,y,z,r,c
7.70609,3.05927,0.866564,0.336778,0
3.17175,3.51614,5.13188,0.618887,0
7.53903,6.52153,8.67508,0.26744,1
6.24701,4.98244,7.30374,0.453191,0
3.77187,6.30334,7.85961,0.148128,0
4.6871,4.94903,6.58053,0.417316,1
5,5,5,0.239256,1
