x,y,z,r,c
8.25138,3.14334,1.33364,0.336778,0
4.24685,3.52422,4.53994,0.345613,1
2.30584,5.20706,6.6312,0.157192,0
4.94863,0.630905,4.4812,0.223951,0
5.38317,1.90096,4.94128,0.477972,0
1.72612,6.48525,6.22075,0.288162,1
3.29339,5.86463,8.77051,0.425999,0
3.95469,4.76935,7.43548,0.198895,1
5.03111,4.21803,5.23207,0.433872,0
5,5,5,0.528449,1
