x,y,z,r,c
7.6418,2.97854,1.18224,0.336778,0
5.87095,5.5955,0.898096,0.132991,1
0.49959,2.31602,4.54719,0.241804,1
3.72153,3.74292,6.06295,0.618887,0
5.81372,7.10786,8.68763,0.109964,1
5.38568,5.68721,6.88038,0.57673,0
5.53176,5.32361,5.63329,0.26744,1
5,5,5,0.348344,1
