x,y,z,r,c
7.67985,2.96835,1.08081,0.336778,0
6.05569,5.60773,0.567483,0.132991,1
3.54793,3.6577,5.86078,0.618887,0
5.55333,5.98537,7.75024,0.57673,0
6.03344,5.62767,6.34044,0.26744,1
4.88097,5.04316,6.6607,0.348344,1
5,5,5,0.453191,0
