x,y,z,r,c
8.35749,3.21013,2.09887,0.336778,0
6.22008,2.5081,4.56309,0.345613,1
0.41992,7.49773,7.67841,0.157192,0
5.56874,0.784742,2.74665,0.477972,0
1.45553,5.12455,2.72736,0.288162,1
6.86429,5.73665,5.77845,0.344453,1
5.39548,6.1199,5.27374,0.131068,0
5.47538,4.68541,4.69873,0.520759,1
