x,y,z,r,c
4.09625,8.80504,4.44109,0.407611,1
5.53494,5.54971,8.5921,0.253111,0
3.65824,5.70745,7.32812,0.342164,1
0.27126,0.216799,7.92063,0.192578,0
2.5842,6.91256,6.33159,0.421314,0
5.77724,5.11109,7.17474,0.286575,0
5.06879,3.76698,6.97221,0.101511,1
5,5,5,0.325135,0
