x,y,z,r,c
7.01422,3.43735,2.14733,0.336778,0
4.4114,4.33066,6.3912,0.39106,1
5.92335,6.99606,7.07145,0.168728,1
5.09641,5.28342,3.33309,0.132991,1
4.88754,4.57341,5.6273,0.479681,0
5,5,5,0.241804,1
