x,y,z,r,c
7.70324,2.99631,0.963407,0.336778,0
6.32646,5.58607,0.175203,0.132991,1
3.36097,3.59194,5.50651,0.618887,0
5.76447,6.35588,8.95605,0.57673,0
6.84036,6.10783,7.49749,0.26744,1
4.53401,4.9727,8.75717,0.348344,1
5.49802,5.00411,5.9772,0.453191,0
4.74138,5.32602,5.83273,0.148128,0
