x,y,z,r,c
4.2655,8.48551,4.04241,0.407611,1
4.85276,5.85112,7.17732,0.253111,0
3.7235,4.93517,7.62287,0.342164,1
1.74619,1.85124,7.6951,0.192578,0
7.31765,8.00444,7.90507,0.154811,0
4.0442,5.76376,5.59981,0.421314,0
4.62562,5.02827,6.01842,0.248457,0
