x,y,z,r,c
7.90078,3.23282,0.71284,0.336778,0
1.9115,2.99114,1.10773,0.618887,0
6.64949,3.54915,8.0417,0.487265,0
4.73519,4.15613,7.11142,0.345613,1
2.09534,7.70621,3.51685,0.290161,0
4.67205,5.46357,6.16329,0.157192,0
2.98322,3.46369,5.85517,0.28862,1
5,5,5,0.223951,0
