x,y,z,r,c
8.18522,3.15454,1.14759,0.336778,0
3.74541,3.78438,4.83347,0.345613,1
3.29218,5.01896,7.17937,0.157192,0
5.0459,1.64363,5.41798,0.223951,0
1.11828,2.19027,2.41787,0.381823,0
5.28143,2.60414,5.38099,0.477972,0
2.07747,6.32606,5.73809,0.288162,1
4.6554,2.95378,6.13293,0.335511,0
5.68913,4.75364,8.05782,0.382693,0
4.67742,5.15895,5.7432,0.425999,0
