x,y,z,r,c
4.54203,7.81239,3.87053,0.407611,1
4.06448,5.64837,6.80488,0.253111,0
6.74231,9.01546,6.4316,0.204389,1
5.2069,4.83923,6.37674,0.342164,1
4.33273,4.47752,5.474,0.192578,0
