x,y,z,r,c
3.96513,9.09281,6.25043,0.407611,1
6.50207,6.18259,7.86685,0.286575,0
7.90657,9.33754,8.00103,0.3478,0
7.36757,5.60152,5.91554,0.56791,1
1.78662,3.39576,8.77473,0.37105,0
4.25226,6.22329,6.78414,0.573312,1
4.24572,4.82107,5.8324,0.409809,0
