x,y,z,r,c
7.81633,3.23863,0.709454,0.336778,0
2.17558,3.14455,2.17158,0.618887,0
0.882716,7.45617,7.47787,0.143016,0
4.98964,4.5142,6.27885,0.487265,0
5.60479,4.39634,6.58717,0.345613,1
3.92111,5.90645,4.63389,0.290161,0
5,5,5,0.157192,0
