x,y,z,r,c
7.9762,0.887944,5.23785,0.345613,1
9.31272,7.26371,9.54384,0.344453,1
7.46545,8.66931,8.22892,0.131068,0
4.31503,7.41882,9.22585,0.414615,0
6.05659,4.41675,7.45029,0.507346,0
9.21995,3.14329,2.7829,0.620168,1
4.46853,3.98263,7.17,0.332658,1
4.51319,4.91925,6.00317,0.514197,1
5,5,5,0.49523,0
