x,y,z,r,c
0.924336,5.36883,7.86499,0.263823,1
6.20102,3.45546,8.85271,0.650478,0
5.67929,6.85613,8.55002,0.271392,0
5.18322,2.4327,5.65747,0.575555,0
4.76301,6.44183,4.1368,0.407611,1
4.68525,4.58035,6.771,0.593759,1
5.56442,5.25017,5.75887,0.158748,0
