x,y,z,r,c
7.59507,1.32794,5.07702,0.345613,1
8.84024,6.8126,8.18782,0.344453,1
6.78507,8.04443,7.02561,0.131068,0
4.48619,6.78273,7.89003,0.414615,0
4.79696,1.86675,8.37759,0.300781,0
7.11441,4.13873,9.22198,0.101801,1
5.35275,4.8226,5.94112,0.507346,0
8.52325,3.36371,2.97877,0.620168,1
5,5,5,0.332658,1
