x,y,z,r,c
6.77452,3.62707,2.47577,0.336778,0
4.58955,4.5509,5.97102,0.39106,1
5.63464,6.37889,6.33736,0.168728,1
5.00249,5.12741,4.15729,0.132991,1
5,5,5,0.479681,0
