x,y,z,r,c
3.95005,9.06236,5.97601,0.407611,1
6.41898,6.04525,8.10756,0.286575,0
7.63401,8.75002,7.30754,0.3478,0
5.71995,1.0183,6.5952,0.430164,0
4.33341,6.73384,9.16604,0.220792,1
6.68237,5.45304,5.49958,0.56791,1
2.93464,3.96119,7.54588,0.37105,0
4.78387,5.44451,5.612,0.573312,1
