x,y,z,r,c
4.05673,9.36385,7.4475,0.407611,1
6.22982,5.53352,6.29033,0.286575,0
7.22407,6.48608,9.45285,0.353014,1
3.18177,3.31586,7.29956,0.481802,1
5.45171,6.83266,5.44671,0.573708,1
5.04613,4.59299,5.46708,0.36072,1
