x,y,z,r,c
8.37934,0.391493,5.4008,0.345613,1
6.57576,3.86067,8.61898,0.507346,0
4.00785,2.79209,9.33256,0.332658,1
4.23763,4.59944,8.74986,0.514197,1
3.30275,4.4259,7.71845,0.529182,1
4.94611,4.71337,5.44803,0.397784,1
