x,y,z,r,c
4.22577,8.56749,4.10511,0.407611,1
4.99756,5.71338,7.35522,0.253111,0
3.44143,5.12789,7.64464,0.342164,1
1.4281,1.49406,7.84551,0.192578,0
7.71621,8.51882,8.57255,0.154811,0
3.74197,6.00191,5.77807,0.421314,0
4.28407,5.03795,6.95002,0.248457,0
5,5,5,0.286575,0
