x,y,z,r,c
1.07308,5.35108,7.87993,0.263823,1
6.12995,3.54679,8.62719,0.650478,0
5.61979,6.66331,8.14048,0.271392,0
5.18055,2.71895,5.66803,0.575555,0
4.80021,6.2005,4.25531,0.407611,1
4.78372,4.71818,6.22132,0.593759,1
5,5,5,0.158748,0
