x,y,z,r,c
1.78965,5.25529,7.76325,0.263823,1
5.80742,3.96248,7.58846,0.650478,0
5.33047,5.81745,6.47785,0.271392,0
5.10705,4.14906,5.41694,0.575555,0
5,5,5,0.407611,1
