x,y,z,r,c
0.346661,5.42452,7.56801,0.263823,1
5.15439,1.09958,5.33721,0.575555,0
4.64324,7.35173,3.88758,0.407611,1
4.28466,3.97784,8.92131,0.593759,1
7.9904,6.46753,9.59961,0.158748,0
4.26986,5.313,6.52322,0.253111,0
5.79062,6.76102,5.22711,0.204389,1
5,5,5,0.342164,1
