x,y,z,r,c
4.04938,9.31347,7.29151,0.407611,1
6.38736,5.81407,6.43625,0.286575,0
9.26377,6.31414,8.66494,0.56791,1
6.80188,6.13373,8.80086,0.353014,1
3.58786,3.68624,6.95076,0.481802,1
5.27609,6.22249,5.30311,0.573708,1
5,5,5,0.36072,1
