x,y,z,r,c
0.544932,5.40843,7.72824,0.263823,1
5.17185,1.6207,5.5207,0.575555,0
4.68069,7.03809,3.92493,0.407611,1
4.42808,4.20052,8.172,0.593759,1
7.08248,6.00279,8.04008,0.158748,0
4.608,5.13949,5.91684,0.253111,0
5,5,5,0.204389,1
