x,y,z,r,c
4.15495,8.70363,4.25739,0.407611,1
5.23602,5.53499,7.9163,0.253111,0
3.19357,5.55137,7.44968,0.342164,1
0.831058,0.830719,7.9853,0.192578,0
3.14719,6.47323,6.07694,0.421314,0
3.43635,4.90314,8.66011,0.248457,0
5.40212,5.06722,6.21295,0.286575,0
5,5,5,0.101511,1
