x,y,z,r,c
8.05379,0.792265,5.27293,0.345613,1
7.63178,8.80946,8.56818,0.131068,0
4.27065,7.56576,9.54807,0.414615,0
6.18663,4.32153,7.7103,0.507346,0
9.37206,3.09845,2.7674,0.620168,1
4.36916,3.75748,7.62159,0.332658,1
4.30836,4.88074,6.4854,0.514197,1
4.88478,4.76698,6.46818,0.49523,0
