x,y,z,r,c
0.786848,5.38419,7.83415,0.263823,1
6.26863,3.36873,9.06575,0.650478,0
5.73468,7.04109,8.95834,0.271392,0
5.18297,2.15614,5.62979,0.575555,0
4.73065,6.65929,4.04364,0.407611,1
4.59306,4.44764,7.27765,0.593759,1
6.0963,5.50573,6.51412,0.158748,0
5,5,5,0.253111,0
