x,y,z,r,c
6.28001,5.27361,0.88268,1
1.98027,6.18116,1.35694,1
3.63951,4.63381,3.29524,1
4.08081,3.73517,8.71708,1
5.6729,2.94855,4.89152,0
4.19609,1.21419,4.69317,1
5.25665,1.11622,5.12028,0
5,1,5,0
