x,y,z,r,c
7.21381,3.28152,1.87056,0.336778,0
4.3584,4.19429,6.56385,0.39106,1
6.1846,7.5533,7.84481,0.168728,1
5.20585,5.37291,2.78997,0.132991,1
4.68483,4.24237,5.97599,0.479681,0
3.91288,4.50037,4.96811,0.241804,1
5,5,5,0.521705,1
