x,y,z,r,c
8.02543,3.20534,0.788747,0.336778,0
4.04322,3.84524,6.30572,0.345613,1
4.25288,5.50669,6.95916,0.157192,0
5.57775,3.98615,5.95405,0.223951,0
6.8062,3.38737,7.48869,0.103647,1
4.22233,4.437,4.89154,0.381823,0
5,5,5,0.477972,0
