x,y,z,r,c
7.47669,1.45474,5.02899,0.345613,1
5.56371,0.485904,1.20387,0.477972,0
8.68786,6.69518,7.865,0.344453,1
6.61691,7.87208,6.7685,0.131068,0
4.53144,6.61043,7.55663,0.414615,0
4.80132,2.33067,7.99173,0.300781,0
6.66248,4.33062,8.20983,0.101801,1
5.17198,4.91577,5.48196,0.507346,0
8.32044,3.43245,3.06415,0.620168,1
