x,y,z,r,c
7.29801,3.21714,1.75073,0.336778,0
6.30583,7.81151,8.24541,0.168728,1
5.27203,5.41113,2.51931,0.132991,1
3.42065,4.19905,5.02496,0.241804,1
4.93296,4.12235,5.20714,0.521705,1
4.46209,4.1426,6.27391,0.618887,0
