x,y,z,r,c
3.99243,8.97506,4.98334,0.407611,1
5.48436,5.70564,7.6745,0.342164,1
1.40758,7.81675,6.8189,0.421314,0
6.29743,5.10958,8.49924,0.286575,0
5.59428,5.53571,5.22096,0.3478,0
5.39544,4.74191,5.34747,0.430164,0
