x,y,z,r,c
8.13146,3.17259,1.00352,0.336778,0
3.59152,3.85128,5.29709,0.345613,1
3.8224,5.17403,7.32814,0.157192,0
5.24442,2.42185,5.81443,0.223951,0
2.04979,2.85633,3.62975,0.381823,0
5.23273,3.30604,5.46603,0.477972,0
2.80219,5.87982,5.42625,0.288162,1
5.46444,6.50203,8.65479,0.585778,0
5.05754,4.73183,5.33441,0.335511,0
