x,y,z,r,c
7.70551,3.0378,0.895822,0.336778,0
3.23552,3.54387,5.26294,0.618887,0
7.3206,6.39193,8.27919,0.26744,1
5.97031,5.0038,6.85954,0.453191,0
4.114,5.97482,7.21178,0.148128,0
4.83944,4.97363,5.81206,0.417316,1
