x,y,z,r,c
1.40458,5.30822,7.86019,0.263823,1
5.97665,3.74422,8.13619,0.650478,0
5.48612,6.25307,7.31355,0.271392,0
5.16058,3.36088,5.61652,0.575555,0
4.886,5.66962,4.55683,0.407611,1
5,5,5,0.593759,1
