time,id,x,y,z,rad,timeLife,mass,temp,charge
18,7,6.19388,2.30174,6.84947,0.474101,3.5,0.224772,532.824,-0.42072
18,8,5.06338,1.66939,5.18528,0.709963,2.5,0.504048,1789.28,-1.51829
18.5,0,3.20775,8.44683,5.83817,0.571455,15.5,0.326561,933.075,0.397251
18.5,1,0.958552,6.36701,6.71792,0.048464,9.5,0.00234876,0.569152,0.0566974
18.5,2,4.13026,5.92782,6.1785,0.723298,9,0.52316,1892,-0.909703
18.5,3,4.75686,7.95518,4.11486,0.480182,6,0.230574,553.588,-0.369609
18.5,4,4.49786,3.11562,7.93393,0.35498,5.5,0.126011,223.656,0.81381
18.5,5,6.29815,2.87605,3.78564,0.127635,5,0.0162907,10.3963,0.737633
18.5,6,5.56829,1.33539,9.71538,0.240326,4.5,0.0577568,69.4024,-0.442592
18.5,7,6.43266,2.56208,7.21936,0.474101,4,0.224772,532.824,-0.42072
18.5,8,5.08761,1.97404,5.21991,0.709963,3,0.504048,1789.28,-1.51829
18.5,9,5,1,5,0.159438,0.5,0.0254203,20.2648,-0.7917
19,0,3.14752,8.70086,5.86763,0.571455,16,0.326561,933.075,0.397251
19,1,0.734027,6.66518,6.81336,0.048464,10,0.00234876,0.569152,0.0566974
19,2,4.06644,6.24855,6.2547,0.723298,9.5,0.52316,1892,-0.909703
19,3,4.73476,8.58747,4.0344,0.480182,6.5,0.230574,553.588,-0.369609
19,4,4.44765,3.32718,8.22732,0.35498,6,0.126011,223.656,0.81381
19,5,6.44239,3.0845,3.65071,0.127635,5.5,0.0162907,10.3963,0.737633
19,6,6.67144,2.82243,7.58926,0.474101,4.5,0.224772,532.824,-0.42072
19,7,5.11185,2.27868,5.25454,0.709963,3.5,0.504048,1789.28,-1.51829
19,8,5.22376,1.34942,4.85982,0.159438,1,0.0254203,20.2648,-0.7917
19,9,5,1,5,0.00893617,0.5,7.98551e-05,0.00356799,0.568424
19.5,0,3.08729,8.95489,5.89709,0.571455,16.5,0.326561,933.075,0.397251
19.5,1,0.509502,6.96335,6.9088,0.048464,10.5,0.00234876,0.569152,0.0566974
19.5,2,4.00262,6.56927,6.3309,0.723298,10,0.52316,1892,-0.909703
19.5,3,4.71265,9.21976,3.95393,0.480182,7,0.230574,553.588,-0.369609
19.5,4,4.39743,3.53874,8.52072,0.35498,6.5,0.126011,223.656,0.81381
19.5,5,6.58663,3.29295,3.51578,0.127635,6,0.0162907,10.3963,0.737633
19.5,6,6.91021,3.08278,7.95915,0.474101,5,0.224772,532.824,-0.42072
19.5,7,5.13609,2.58333,5.28917,0.709963,4,0.504048,1789.28,-1.51829
19.5,8,5.44753,1.69884,4.71965,0.159438,1.5,0.0254203,20.2648,-0.7917
19.5,9,4.77855,1.00276,5.33335,0.00893617,1,7.98551e-05,0.00356799,0.568424
19.5,10,5,1,5,0.00144884,0.5,2.09913e-06,1.52065e-05,0.869817
20,0,3.02706,9.20892,5.92654,0.571455,17,0.326561,933.075,0.397251
20,1,0.284977,7.26151,7.00424,0.048464,11,0.00234876,0.569152,0.0566974
20,2,3.9388,6.89,6.4071,0.723298,10.5,0.52316,1892,-0.909703
20,3,4.34722,3.75031,8.81411,0.35498,7,0.126011,223.656,0.81381
20,4,6.73087,3.5014,3.38085,0.127635,6.5,0.0162907,10.3963,0.737633
20,5,7.14899,3.34312,8.32905,0.474101,5.5,0.224772,532.824,-0.42072
20,6,5.16032,2.88797,5.3238,0.709963,4.5,0.504048,1789.28,-1.51829
20,7,5.67129,2.04826,4.57947,0.159438,2,0.0254203,20.2648,-0.7917
20,8,4.55711,1.00551,5.6667,0.00893617,1.5,7.98551e-05,0.00356799,0.568424
20,9,4.6669,1.30581,4.98542,0.00144884,1,2.09913e-06,1.52065e-05,0.869817
20,10,5,1,5,0.236223,0.5,0.0558015,65.908,0.519733
20.5,0,0.060452,7.55968,7.09968,0.048464,11.5,0.00234876,0.569152,0.0566974
20.5,1,3.87498,7.21073,6.4833,0.723298,11,0.52316,1892,-0.909703
20.5,2,4.29701,3.96187,9.1075,0.35498,7.5,0.126011,223.656,0.81381
20.5,3,6.87511,3.70985,3.24593,0.127635,7,0.0162907,10.3963,0.737633
20.5,4,7.38777,3.60347,8.69894,0.474101,6,0.224772,532.824,-0.42072
20.5,5,5.18456,3.19261,5.35843,0.709963,5,0.504048,1789.28,-1.51829
20.5,6,5.89506,2.39768,4.4393,0.159438,2.5,0.0254203,20.2648,-0.7917
20.5,7,4.33566,1.00827,6.00005,0.00893617,2,7.98551e-05,0.00356799,0.568424
20.5,8,4.33381,1.61163,4.97084,0.00144884,1.5,2.09913e-06,1.52065e-05,0.869817
20.5,9,4.96803,1.01535,5.00508,0.461003,1,0.212524,489.871,0.385352
21,0,3.81115,7.53146,6.5595,0.723298,11.5,0.52316,1892,-0.909703
21,1,4.24679,4.17343,9.40089,0.35498,8,0.126011,223.656,0.81381
21,2,7.01935,3.9183,3.111,0.127635,7.5,0.0162907,10.3963,0.737633
21,3,7.62654,3.86382,9.06884,0.474101,6.5,0.224772,532.824,-0.42072
21,4,5.20879,3.49726,5.39306,0.709963,5.5,0.504048,1789.28,-1.51829
21,5,6.11882,2.7471,4.29912,0.159438,3,0.0254203,20.2648,-0.7917
21,6,4.11422,1.01103,6.33341,0.00893617,2.5,7.98551e-05,0.00356799,0.568424
21,7,4.00071,1.91744,4.95626,0.00144884,2,2.09913e-06,1.52065e-05,0.869817
21,8,4.73008,1.11439,4.58189,0.461003,1.5,0.212524,489.871,0.385352
21,9,5,1,5,0.0375311,0.5,0.00140858,0.264327,0.00344545
21.5,0,3.74733,7.85219,6.63571,0.723298,12,0.52316,1892,-0.909703
21.5,1,7.16359,4.12675,2.97607,0.127635,8,0.0162907,10.3963,0.737633
21.5,2,7.86532,4.12416,9.43873,0.474101,7,0.224772,532.824,-0.42072
21.5,3,5.23303,3.8019,5.42769,0.709963,6,0.504048,1789.28,-1.51829
21.5,4,6.34259,3.09652,4.15895,0.159438,3.5,0.0254203,20.2648,-0.7917
21.5,5,3.89277,1.01379,6.66676,0.00893617,3,7.98551e-05,0.00356799,0.568424
21.5,6,3.66762,2.22325,4.94168,0.00144884,2.5,2.09913e-06,1.52065e-05,0.869817
21.5,7,4.49213,1.21342,4.15869,0.461003,2,0.212524,489.871,0.385352
21.5,8,4.69407,1.14955,5.0161,0.0375311,1,0.00140858,0.264327,0.00344545
21.5,9,5,1,5,0.169857,0.5,0.0288515,24.5032,-0.339336
22,0,3.68351,8.17292,6.71191,0.723298,12.5,0.52316,1892,-0.909703
22,1,7.30783,4.3352,2.84114,0.127635,8.5,0.0162907,10.3963,0.737633
22,2,5.25727,4.10655,5.46232,0.709963,6.5,0.504048,1789.28,-1.51829
22,3,6.56635,3.44594,4.01877,0.159438,4,0.0254203,20.2648,-0.7917
22,4,3.67133,1.01654,7.00011,0.00893617,3.5,7.98551e-05,0.00356799,0.568424
22,5,3.33452,2.52906,4.9271,0.00144884,3,2.09913e-06,1.52065e-05,0.869817
22,6,4.25418,1.31246,3.7355,0.461003,2.5,0.212524,489.871,0.385352
22,7,4.38814,1.29911,5.0322,0.0375311,1.5,0.00140858,0.264327,0.00344545
22,8,4.72757,1.68092,4.84952,0.169857,1,0.0288515,24.5032,-0.339336
22,9,5,1,5,0.18527,0.5,0.0343248,31.7967,0.640735
22.5,0,3.61969,8.49365,6.78811,0.723298,13,0.52316,1892,-0.909703
22.5,1,7.45207,4.54365,2.70621,0.127635,9,0.0162907,10.3963,0.737633
22.5,2,5.2815,4.41119,5.49695,0.709963,7,0.504048,1789.28,-1.51829
22.5,3,6.79012,3.79536,3.8786,0.159438,4.5,0.0254203,20.2648,-0.7917
22.5,4,3.44988,1.0193,7.33346,0.00893617,4,7.98551e-05,0.00356799,0.568424
22.5,5,3.00143,2.83488,4.91253,0.00144884,3.5,2.09913e-06,1.52065e-05,0.869817
22.5,6,4.01623,1.41149,3.31231,0.461003,3,0.212524,489.871,0.385352
22.5,7,4.08221,1.44866,5.0483,0.0375311,2,0.00140858,0.264327,0.00344545
22.5,8,4.45515,2.36185,4.69905,0.169857,1.5,0.0288515,24.5032,-0.339336
22.5,9,4.5501,1.12753,4.8296,0.18527,1,0.0343248,31.7967,0.640735
22.5,10,5,1,5,0.304518,0.5,0.0927312,141.192,-0.244096
23,0,3.55587,8.81438,6.86431,0.723298,13.5,0.52316,1892,-0.909703
23,1,7.59631,4.7521,2.57128,0.127635,9.5,0.0162907,10.3963,0.737633
23,2,5.30574,4.71583,5.53158,0.709963,7.5,0.504048,1789.28,-1.51829
23,3,7.01388,4.14478,3.73842,0.159438,5,0.0254203,20.2648,-0.7917
23,4,3.22844,1.02206,7.66681,0.00893617,4.5,7.98551e-05,0.00356799,0.568424
23,5,2.66833,3.14069,4.89795,0.00144884,4,2.09913e-06,1.52065e-05,0.869817
23,6,3.77828,1.51053,2.88912,0.461003,3.5,0.212524,489.871,0.385352
23,7,3.77628,1.59821,5.06441,0.0375311,2.5,0.00140858,0.264327,0.00344545
23,8,4.18272,3.04277,4.54857,0.169857,2,0.0288515,24.5032,-0.339336
23,9,4.1002,1.25506,4.65919,0.18527,1.5,0.0343248,31.7967,0.640735
23,10,5.15641,1.91212,4.75199,0.304518,1,0.0927312,141.192,-0.244096
23,11,5,1,5,0.286392,0.5,0.0820205,117.45,0.11442
23.5,0,3.49205,9.13511,6.94051,0.723298,14,0.52316,1892,-0.909703
23.5,1,7.74054,4.96055,2.43635,0.127635,10,0.0162907,10.3963,0.737633
23.5,2,5.32998,5.02048,5.56621,0.709963,8,0.504048,1789.28,-1.51829
23.5,3,7.23765,4.4942,3.59825,0.159438,5.5,0.0254203,20.2648,-0.7917
23.5,4,3.00699,1.02482,8.00016,0.00893617,5,7.98551e-05,0.00356799,0.568424
23.5,5,2.33524,3.4465,4.88337,0.00144884,4.5,2.09913e-06,1.52065e-05,0.869817
23.5,6,3.54033,1.60956,2.46593,0.461003,4,0.212524,489.871,0.385352
23.5,7,3.47035,1.74777,5.08051,0.0375311,3,0.00140858,0.264327,0.00344545
23.5,8,3.91029,3.72369,4.39809,0.169857,2.5,0.0288515,24.5032,-0.339336
23.5,9,3.6503,1.38258,4.48879,0.18527,2,0.0343248,31.7967,0.640735
23.5,10,5.31283,2.82425,4.50399,0.304518,1.5,0.0927312,141.192,-0.244096
23.5,11,4.81785,1.32226,5.27344,0.286392,1,0.0820205,117.45,0.11442
23.5,12,5,1,5,0.207588,0.5,0.0430927,44.7275,0.615899
24,0,7.88478,5.169,2.30142,0.127635,10.5,0.0162907,10.3963,0.737633
24,1,5.35421,5.32512,5.60084,0.709963,8.5,0.504048,1789.28,-1.51829
24,2,7.46141,4.84362,3.45807,0.159438,6,0.0254203,20.2648,-0.7917
24,3,2.78555,1.02757,8.33352,0.00893617,5.5,7.98551e-05,0.00356799,0.568424
24,4,2.00214,3.75231,4.86879,0.00144884,5,2.09913e-06,1.52065e-05,0.869817
24,5,3.30238,1.7086,2.04274,0.461003,4.5,0.212524,489.871,0.385352
24,6,3.16442,1.89732,5.09661,0.0375311,3.5,0.00140858,0.264327,0.00344545
24,7,3.63787,4.40461,4.24762,0.169857,3,0.0288515,24.5032,-0.339336
24,8,3.2004,1.51011,4.31838,0.18527,2.5,0.0343248,31.7967,0.640735
24,9,5.46924,3.73637,4.25598,0.304518,2,0.0927312,141.192,-0.244096
24,10,4.63571,1.64453,5.54688,0.286392,1.5,0.0820205,117.45,0.11442
24,11,5.1969,1.15286,5.16347,0.207588,1,0.0430927,44.7275,0.615899
24,12,5,1,5,0.128318,0.5,0.0164655,10.5641,-0.298313
24.5,0,8.02902,5.37745,2.1665,0.127635,11,0.0162907,10.3963,0.737633
24.5,1,5.37845,5.62977,5.63547,0.709963,9,0.504048,1789.28,-1.51829
24.5,2,7.68518,5.19304,3.3179,0.159438,6.5,0.0254203,20.2648,-0.7917
24.5,3,2.5641,1.03033,8.66687,0.00893617,6,7.98551e-05,0.00356799,0.568424
24.5,4,1.66905,4.05813,4.85421,0.00144884,5.5,2.09913e-06,1.52065e-05,0.869817
24.5,5,3.06443,1.80763,1.61955,0.461003,5,0.212524,489.871,0.385352
24.5,6,2.85849,2.04687,5.11271,0.0375311,4,0.00140858,0.264327,0.00344545
24.5,7,3.36544,5.08554,4.09714,0.169857,3.5,0.0288515,24.5032,-0.339336
24.5,8,2.75051,1.63764,4.14798,0.18527,3,0.0343248,31.7967,0.640735
24.5,9,5.62566,4.6485,4.00797,0.304518,2.5,0.0927312,141.192,-0.244096
24.5,10,4.45356,1.96679,5.82031,0.286392,2,0.0820205,117.45,0.11442
24.5,11,5.39381,1.30571,5.32693,0.207588,1.5,0.0430927,44.7275,0.615899
24.5,12,4.87204,1.38242,5.50778,0.128318,1,0.0164655,10.5641,-0.298313
24.5,13,5,1,5,0.0110013,0.5,0.000121029,0.00665739,0.949207
25,0,8.17326,5.5859,2.03157,0.127635,11.5,0.0162907,10.3963,0.737633
25,1,5.40268,5.93441,5.6701,0.709963,9.5,0.504048,1789.28,-1.51829
25,2,7.90894,5.54246,3.17772,0.159438,7,0.0254203,20.2648,-0.7917
25,3,2.34265,1.03309,9.00022,0.00893617,6.5,7.98551e-05,0.00356799,0.568424
25,4,1.33595,4.36394,4.83963,0.00144884,6,2.09913e-06,1.52065e-05,0.869817
25,5,2.82648,1.90667,1.19636,0.461003,5.5,0.212524,489.871,0.385352
25,6,2.55256,2.19643,5.12881,0.0375311,4.5,0.00140858,0.264327,0.00344545
25,7,3.09301,5.76646,3.94666,0.169857,4,0.0288515,24.5032,-0.339336
25,8,2.30061,1.76517,3.97757,0.18527,3.5,0.0343248,31.7967,0.640735
25,9,5.78207,5.56062,3.75996,0.304518,3,0.0927312,141.192,-0.244096
25,10,4.27141,2.28906,6.09375,0.286392,2.5,0.0820205,117.45,0.11442
25,11,5.59071,1.45857,5.4904,0.207588,2,0.0430927,44.7275,0.615899
25,12,4.74409,1.76484,6.01556,0.128318,1.5,0.0164655,10.5641,-0.298313
25,13,5.04571,1.15263,4.85295,0.0110013,1,0.000121029,0.00665739,0.949207
25,14,5,1,5,0.19172,0.5,0.0367565,35.2348,0.528809
25.5,0,8.3175,5.79435,1.89664,0.127635,12,0.0162907,10.3963,0.737633
25.5,1,5.42692,6.23905,5.70473,0.709963,10,0.504048,1789.28,-1.51829
25.5,2,8.13271,5.89188,3.03755,0.159438,7.5,0.0254203,20.2648,-0.7917
25.5,3,2.12121,1.03585,9.33357,0.00893617,7,7.98551e-05,0.00356799,0.568424
25.5,4,1.00286,4.66975,4.82505,0.00144884,6.5,2.09913e-06,1.52065e-05,0.869817
25.5,5,2.58853,2.0057,0.773169,0.461003,6,0.212524,489.871,0.385352
25.5,6,2.24663,2.34598,5.14491,0.0375311,5,0.00140858,0.264327,0.00344545
25.5,7,2.82059,6.44738,3.79619,0.169857,4.5,0.0288515,24.5032,-0.339336
25.5,8,1.85071,1.8927,3.80717,0.18527,4,0.0343248,31.7967,0.640735
25.5,9,5.93849,6.47275,3.51196,0.304518,3.5,0.0927312,141.192,-0.244096
25.5,10,4.08926,2.61132,6.36719,0.286392,3,0.0820205,117.45,0.11442
25.5,11,5.78762,1.61142,5.65386,0.207588,2.5,0.0430927,44.7275,0.615899
25.5,12,4.61613,2.14727,6.52335,0.128318,2,0.0164655,10.5641,-0.298313
25.5,13,5.09143,1.30526,4.70591,0.0110013,1.5,0.000121029,0.00665739,0.949207
25.5,14,5.69964,1.34922,5.3144,0.19172,1,0.0367565,35.2348,0.528809
25.5,15,5,1,5,0.100474,0.5,0.010095,5.0714,0.0409361
26,0,8.46174,6.0028,1.76171,0.127635,12.5,0.0162907,10.3963,0.737633
26,1,5.45116,6.5437,5.73935,0.709963,10.5,0.504048,1789.28,-1.51829
26,2,8.35647,6.2413,2.89737,0.159438,8,0.0254203,20.2648,-0.7917
26,3,1.89976,1.0386,9.66692,0.00893617,7.5,7.98551e-05,0.00356799,0.568424
26,4,0.669764,4.97557,4.81047,0.00144884,7,2.09913e-06,1.52065e-05,0.869817
26,5,1.9407,2.49553,5.16102,0.0375311,5.5,0.00140858,0.264327,0.00344545
26,6,2.54816,7.12831,3.64571,0.169857,5,0.0288515,24.5032,-0.339336
26,7,1.40081,2.02023,3.63676,0.18527,4.5,0.0343248,31.7967,0.640735
26,8,6.0949,7.38487,3.26395,0.304518,4,0.0927312,141.192,-0.244096
26,9,3.90712,2.93359,6.64063,0.286392,3.5,0.0820205,117.45,0.11442
26,10,5.98452,1.76428,5.81733,0.207588,3,0.0430927,44.7275,0.615899
26,11,4.48817,2.52969,7.03113,0.128318,2.5,0.0164655,10.5641,-0.298313
26,12,5.13714,1.45789,4.55886,0.0110013,2,0.000121029,0.00665739,0.949207
26,13,6.39928,1.69843,5.6288,0.19172,1.5,0.0367565,35.2348,0.528809
26,14,4.88386,1.19928,4.85988,0.100474,1,0.010095,5.0714,0.0409361
26,15,5,1,5,0.16642,0.5,0.0276955,23.0454,0.0396451
26.5,0,8.60598,6.21125,1.62678,0.127635,13,0.0162907,10.3963,0.737633
26.5,1,5.47539,6.84834,5.77398,0.709963,11,0.504048,1789.28,-1.51829
26.5,2,8.58024,6.59072,2.7572,0.159438,8.5,0.0254203,20.2648,-0.7917
26.5,3,0.336669,5.28138,4.79589,0.00144884,7.5,2.09913e-06,1.52065e-05,0.869817
26.5,4,1.63476,2.64509,5.17712,0.0375311,6,0.00140858,0.264327,0.00344545
26.5,5,2.27573,7.80923,3.49523,0.169857,5.5,0.0288515,24.5032,-0.339336
26.5,6,0.95091,2.14775,3.46636,0.18527,5,0.0343248,31.7967,0.640735
26.5,7,6.25132,8.297,3.01594,0.304518,4.5,0.0927312,141.192,-0.244096
26.5,8,3.72497,3.25585,6.91407,0.286392,4,0.0820205,117.45,0.11442
26.5,9,6.18143,1.91714,5.98079,0.207588,3.5,0.0430927,44.7275,0.615899
26.5,10,4.36021,2.91211,7.53891,0.128318,3,0.0164655,10.5641,-0.298313
26.5,11,5.18286,1.61052,4.41181,0.0110013,2.5,0.000121029,0.00665739,0.949207
26.5,12,7.09892,2.04765,5.9432,0.19172,2,0.0367565,35.2348,0.528809
26.5,13,4.76771,1.39855,4.71976,0.100474,1.5,0.010095,5.0714,0.0409361
26.5,14,4.98234,1.02058,4.9434,0.353882,1,0.125232,221.587,-0.258931
27,0,8.75022,6.4197,1.49185,0.127635,13.5,0.0162907,10.3963,0.737633
27,1,5.49963,7.15298,5.80861,0.709963,11.5,0.504048,1789.28,-1.51829
27,2,8.804,6.94014,2.61702,0.159438,9,0.0254203,20.2648,-0.7917
27,3,0.00357393,5.58719,4.78131,0.00144884,8,2.09913e-06,1.52065e-05,0.869817
27,4,1.32883,2.79464,5.19322,0.0375311,6.5,0.00140858,0.264327,0.00344545
27,5,2.00331,8.49015,3.34476,0.169857,6,0.0288515,24.5032,-0.339336
27,6,0.501011,2.27528,3.29595,0.18527,5.5,0.0343248,31.7967,0.640735
27,7,6.40773,9.20912,2.76793,0.304518,5,0.0927312,141.192,-0.244096
27,8,3.54282,3.57812,7.1875,0.286392,4.5,0.0820205,117.45,0.11442
27,9,6.37833,2.06999,6.14426,0.207588,4,0.0430927,44.7275,0.615899
27,10,4.23226,3.29453,8.04669,0.128318,3.5,0.0164655,10.5641,-0.298313
27,11,5.22857,1.76314,4.26476,0.0110013,3,0.000121029,0.00665739,0.949207
27,12,7.79856,2.39686,6.2576,0.19172,2.5,0.0367565,35.2348,0.528809
27,13,4.65157,1.59783,4.57965,0.100474,2,0.010095,5.0714,0.0409361
27,14,4.96718,1.04927,4.86767,0.385152,1.5,0.148342,285.67,-0.00389994
27.5,0,8.89446,6.62815,1.35692,0.127635,14,0.0162907,10.3963,0.737633
27.5,1,5.52387,7.45763,5.84324,0.709963,12,0.504048,1789.28,-1.51829
27.5,2,9.02777,7.28956,2.47685,0.159438,9.5,0.0254203,20.2648,-0.7917
27.5,3,1.0229,2.94419,5.20932,0.0375311,7,0.00140858,0.264327,0.00344545
27.5,4,1.73088,9.17107,3.19428,0.169857,6.5,0.0288515,24.5032,-0.339336
27.5,5,3.36068,3.90038,7.46094,0.286392,5,0.0820205,117.45,0.11442
27.5,6,6.57524,2.22285,6.30772,0.207588,4.5,0.0430927,44.7275,0.615899
27.5,7,4.1043,3.67696,8.55448,0.128318,4,0.0164655,10.5641,-0.298313
27.5,8,5.27429,1.91577,4.11772,0.0110013,3.5,0.000121029,0.00665739,0.949207
27.5,9,8.4982,2.74608,6.57201,0.19172,3,0.0367565,35.2348,0.528809
27.5,10,4.53543,1.7971,4.43953,0.100474,2.5,0.010095,5.0714,0.0409361
27.5,11,4.93782,1.16439,4.79555,0.410775,2,0.168736,346.564,0.549063
28,0,9.0387,6.8366,1.22199,0.127635,14.5,0.0162907,10.3963,0.737633
28,1,5.5481,7.76227,5.87787,0.709963,12.5,0.504048,1789.28,-1.51829
28,2,9.25153,7.63899,2.33667,0.159438,10,0.0254203,20.2648,-0.7917
28,3,0.716973,3.09375,5.22542,0.0375311,7.5,0.00140858,0.264327,0.00344545
28,4,3.17853,4.22265,7.73438,0.286392,5.5,0.0820205,117.45,0.11442
28,5,6.77214,2.3757,6.47119,0.207588,5,0.0430927,44.7275,0.615899
28,6,3.97634,4.05938,9.06226,0.128318,4.5,0.0164655,10.5641,-0.298313
28,7,5.32,2.0684,3.97067,0.0110013,4,0.000121029,0.00665739,0.949207
28,8,9.19784,3.09529,6.88641,0.19172,3.5,0.0367565,35.2348,0.528809
28,9,4.41928,1.99638,4.29941,0.100474,3,0.010095,5.0714,0.0409361
28,10,4.8788,1.3221,4.72736,0.410775,2.5,0.168736,346.564,0.549063
28,11,5,1,5,0.193691,0.5,0.0375162,36.3328,-0.845232
28.5,0,9.18294,7.04505,1.08707,0.127635,15,0.0162907,10.3963,0.737633
28.5,1,5.57234,8.06692,5.9125,0.709963,13,0.504048,1789.28,-1.51829
28.5,2,9.4753,7.98841,2.1965,0.159438,10.5,0.0254203,20.2648,-0.7917
28.5,3,0.411043,3.2433,5.24152,0.0375311,8,0.00140858,0.264327,0.00344545
28.5,4,2.99638,4.54491,8.00782,0.286392,6,0.0820205,117.45,0.11442
28.5,5,6.96905,2.52856,6.63465,0.207588,5.5,0.0430927,44.7275,0.615899
28.5,6,3.84838,4.4418,9.57004,0.128318,5,0.0164655,10.5641,-0.298313
28.5,7,5.36572,2.22103,3.82362,0.0110013,4.5,0.000121029,0.00665739,0.949207
28.5,8,4.30314,2.19565,4.15929,0.100474,3.5,0.010095,5.0714,0.0409361
28.5,9,4.81979,1.4798,4.65916,0.410775,3,0.168736,346.564,0.549063
28.5,10,4.95542,1.13414,5.19959,0.193691,1,0.0375162,36.3328,-0.845232
28.5,11,5,1,5,0.104645,0.5,0.0109507,5.7297,-0.0751116
29,0,9.32718,7.2535,0.952136,0.127635,15.5,0.0162907,10.3963,0.737633
29,1,5.59657,8.37156,5.94713,0.709963,13.5,0.504048,1789.28,-1.51829
29,2,9.69906,8.33783,2.05632,0.159438,11,0.0254203,20.2648,-0.7917
29,3,0.105112,3.39285,5.25762,0.0375311,8.5,0.00140858,0.264327,0.00344545
29,4,2.81423,4.86718,8.28125,0.286392,6.5,0.0820205,117.45,0.11442
29,5,7.16595,2.68142,6.79812,0.207588,6,0.0430927,44.7275,0.615899
29,6,5.41143,2.37366,3.67658,0.0110013,5,0.000121029,0.00665739,0.949207
29,7,4.18699,2.39493,4.01918,0.100474,4,0.010095,5.0714,0.0409361
29,8,4.76078,1.6375,4.59096,0.410775,3.5,0.168736,346.564,0.549063
29,9,4.91084,1.26828,5.39918,0.193691,1.5,0.0375162,36.3328,-0.845232
29,10,4.99532,1.02845,5.00127,0.307883,1,0.0947918,145.924,0.0228994
29.5,0,9.47142,7.46195,0.817208,0.127635,16,0.0162907,10.3963,0.737633
29.5,1,5.62081,8.6762,5.98176,0.709963,14,0.504048,1789.28,-1.51829
29.5,2,2.63209,5.18944,8.55469,0.286392,7,0.0820205,117.45,0.11442
29.5,3,7.36286,2.83427,6.96158,0.207588,6.5,0.0430927,44.7275,0.615899
29.5,4,5.45715,2.52629,3.52953,0.0110013,5.5,0.000121029,0.00665739,0.949207
29.5,5,4.07085,2.5942,3.87906,0.100474,4.5,0.010095,5.0714,0.0409361
29.5,6,4.70176,1.7952,4.52277,0.410775,4,0.168736,346.564,0.549063
29.5,7,4.86626,1.40243,5.59877,0.193691,2,0.0375162,36.3328,-0.845232
29.5,8,4.94977,1.0777,5.05326,0.501912,1.5,0.251915,632.196,0.922191
30,0,9.61565,7.6704,0.682279,0.127635,16.5,0.0162907,10.3963,0.737633
30,1,5.64505,8.98085,6.01639,0.709963,14.5,0.504048,1789.28,-1.51829
30,2,2.44994,5.51171,8.82813,0.286392,7.5,0.0820205,117.45,0.11442
30,3,7.55976,2.98713,7.12505,0.207588,7,0.0430927,44.7275,0.615899
30,4,5.50286,2.67892,3.38248,0.0110013,6,0.000121029,0.00665739,0.949207
30,5,3.95471,2.79348,3.73894,0.100474,5,0.010095,5.0714,0.0409361
30,6,4.64275,1.9529,4.45457,0.410775,4.5,0.168736,346.564,0.549063
30,7,4.82169,1.53657,5.79836,0.193691,2.5,0.0375162,36.3328,-0.845232
30,8,4.90954,1.17123,5.2477,0.534812,2,0.286024,764.847,0.725815
30.5,0,9.75989,7.87885,0.54735,0.127635,17,0.0162907,10.3963,0.737633
30.5,1,5.66928,9.28549,6.05102,0.709963,15,0.504048,1789.28,-1.51829
30.5,2,2.26779,5.83397,9.10157,0.286392,8,0.0820205,117.45,0.11442
30.5,3,7.75667,3.13998,7.28851,0.207588,7.5,0.0430927,44.7275,0.615899
30.5,4,5.54858,2.83155,3.23543,0.0110013,6.5,0.000121029,0.00665739,0.949207
30.5,5,3.83856,2.99275,3.59882,0.100474,5.5,0.010095,5.0714,0.0409361
30.5,6,4.58374,2.1106,4.38638,0.410775,5,0.168736,346.564,0.549063
30.5,7,4.77711,1.67071,5.99795,0.193691,3,0.0375162,36.3328,-0.845232
30.5,8,4.84996,1.31823,5.45198,0.534812,2.5,0.286024,764.847,0.725815
30.5,9,5,1,5,0.163799,0.5,0.0268301,21.9737,0.884314
31,0,2.08565,6.15624,9.37501,0.286392,8.5,0.0820205,117.45,0.11442
31,1,7.95357,3.29284,7.45198,0.207588,8,0.0430927,44.7275,0.615899
31,2,5.59429,2.98418,3.08839,0.0110013,7,0.000121029,0.00665739,0.949207
31,3,3.72242,3.19203,3.45871,0.100474,6,0.010095,5.0714,0.0409361
31,4,4.52472,2.2683,4.31818,0.410775,5.5,0.168736,346.564,0.549063
31,5,4.73253,1.80485,6.19754,0.193691,3.5,0.0375162,36.3328,-0.845232
31,6,4.79037,1.46524,5.65627,0.534812,3,0.286024,764.847,0.725815
31,7,4.99574,1.03979,4.97184,0.506716,1,0.256761,650.524,1.36986
31.5,0,1.9035,6.4785,9.64844,0.286392,9,0.0820205,117.45,0.11442
31.5,1,8.15048,3.4457,7.61544,0.207588,8.5,0.0430927,44.7275,0.615899
31.5,2,5.64001,3.13681,2.94134,0.0110013,7.5,0.000121029,0.00665739,0.949207
31.5,3,3.60628,3.39131,3.31859,0.100474,6.5,0.010095,5.0714,0.0409361
31.5,4,4.46571,2.426,4.24998,0.410775,6,0.168736,346.564,0.549063
31.5,5,4.68795,1.939,6.39713,0.193691,4,0.0375162,36.3328,-0.845232
31.5,6,4.73079,1.61225,5.86055,0.534812,3.5,0.286024,764.847,0.725815
31.5,7,4.86705,1.14326,5.22652,0.630417,1.5,0.397426,1252.72,0.801177
32,0,8.34738,3.59855,7.77891,0.207588,9,0.0430927,44.7275,0.615899
32,1,5.68572,3.28943,2.79429,0.0110013,8,0.000121029,0.00665739,0.949207
