time,id,x,y,z,rad,timeLife,mass,temp,charge
31,1,4.80253,1.08078,3.80715,0.186181,2.5,0.0346632,32.2681,0.74744
31,2,4.16802,2.70409,5.02409,1.273,13,1.62053,10314.7,4.33264
31,3,3.79853,1.49962,4.22176,0.255539,2,0.0653002,83.4338,-0.902341
31,4,4.98686,1.58556,5.02159,0.535007,1.5,0.286233,765.684,0.305449
31,5,5,1,5,0.481723,0.5,0.232057,558.936,-0.0623244
31.5,0,7.61415,7.59961,7.05752,1.28143,15,1.64207,10521,-2.69069
31.5,1,4.75317,1.10097,3.50894,0.186181,3,0.0346632,32.2681,0.74744
31.5,2,3.39804,1.66616,3.96235,0.255539,2.5,0.0653002,83.4338,-0.902341
31.5,3,4.24933,2.70964,5.01272,1.38086,13.5,1.90676,13164.8,4.63809
31.5,4,4.85726,1.26523,4.90513,0.558849,1,0.312312,872.678,-0.569194
32,0,7.67315,7.74502,7.09839,1.28143,15.5,1.64207,10521,-2.69069
32,1,4.7038,1.12116,3.21072,0.186181,3.5,0.0346632,32.2681,0.74744
32,2,2.99755,1.8327,3.70294,0.255539,3,0.0653002,83.4338,-0.902341
32,3,4.20772,2.88309,5.00172,1.38086,14,1.90676,13164.8,4.63809
32,4,4.75432,1.5603,4.736,0.558849,1.5,0.312312,872.678,-0.569194
32,5,5,1,5,0.235001,0.5,0.0552254,64.8901,-0.49422
32.5,0,7.73215,7.89042,7.13926,1.28143,16,1.64207,10521,-2.69069
32.5,1,4.65444,1.14136,2.91251,0.186181,4,0.0346632,32.2681,0.74744
32.5,2,2.59706,1.99924,3.44352,0.255539,3.5,0.0653002,83.4338,-0.902341
32.5,3,5.08057,1.0206,5.34517,0.235001,1,0.0552254,64.8901,-0.49422
32.5,4,5,1,5,0.128898,0.5,0.0166148,10.7081,-0.221348
32.5,5,4.2344,2.88749,4.93107,1.48966,14.5,2.21908,16528.3,4.06889
33,0,7.79116,8.03583,7.18013,1.28143,16.5,1.64207,10521,-2.69069
33,1,4.60507,1.16155,2.6143,0.186181,4.5,0.0346632,32.2681,0.74744
33,2,2.19657,2.16578,3.18411,0.255539,4,0.0653002,83.4338,-0.902341
33,3,5.16114,1.0412,5.69033,0.235001,1.5,0.0552254,64.8901,-0.49422
33,4,4.95464,1.0055,4.87864,0.128898,1,0.0166148,10.7081,-0.221348
33,5,4.18416,3.07806,4.89781,1.48966,15,2.21908,16528.3,4.06889
33,6,5,1,5,0.0153087,0.5,0.000234357,0.0179386,0.0549926
33.5,0,7.85016,8.18123,7.221,1.28143,17,1.64207,10521,-2.69069
33.5,1,4.5557,1.18175,2.31608,0.186181,5,0.0346632,32.2681,0.74744
33.5,2,1.79608,2.33232,2.9247,0.255539,4.5,0.0653002,83.4338,-0.902341
33.5,3,5.24171,1.0618,6.0355,0.235001,2,0.0552254,64.8901,-0.49422
33.5,4,4.13391,3.26862,4.86456,1.48966,15.5,2.21908,16528.3,4.06889
33.5,5,4.99318,1.00087,4.9818,0.471388,1,0.222207,523.728,-1.04371
34,0,7.90917,8.32663,7.26188,1.28143,17.5,1.64207,10521,-2.69069
34,1,4.50634,1.20194,2.01787,0.186181,5.5,0.0346632,32.2681,0.74744
34,2,1.39559,2.49886,2.66529,0.255539,5,0.0653002,83.4338,-0.902341
34,3,5.32228,1.0824,6.38066,0.235001,2.5,0.0552254,64.8901,-0.49422
34,4,4.08367,3.45919,4.8313,1.48966,16,2.21908,16528.3,4.06889
34,5,5.10527,1.27267,4.87592,0.502049,1.5,0.252053,632.716,-1.39487
34.5,0,7.96817,8.47204,7.30275,1.28143,18,1.64207,10521,-2.69069
34.5,1,4.45697,1.22213,1.71966,0.186181,6,0.0346632,32.2681,0.74744
34.5,2,0.995097,2.6654,2.40587,0.255539,5.5,0.0653002,83.4338,-0.902341
34.5,3,5.40285,1.103,6.72583,0.235001,3,0.0552254,64.8901,-0.49422
34.5,4,4.03343,3.64976,4.79805,1.48966,16.5,2.21908,16528.3,4.06889
34.5,5,5.22576,1.54612,4.71792,0.502049,2,0.252053,632.716,-1.39487
34.5,6,5,1,5,0.298847,0.5,0.0893095,133.449,-0.78175
35,0,8.02718,8.61744,7.34362,1.28143,18.5,1.64207,10521,-2.69069
35,1,4.4076,1.24233,1.42145,0.186181,6.5,0.0346632,32.2681,0.74744
35,2,0.594607,2.83194,2.14646,0.255539,6,0.0653002,83.4338,-0.902341
35,3,5.48342,1.1236,7.07099,0.235001,3.5,0.0552254,64.8901,-0.49422
35,4,3.98318,3.84033,4.76479,1.48966,17,2.21908,16528.3,4.06889
35,5,5.34624,1.81958,4.55992,0.502049,2.5,0.252053,632.716,-1.39487
35,6,4.70698,1.24917,4.78335,0.298847,1,0.0893095,133.449,-0.78175
35,7,5,1,5,0.417947,0.5,0.17468,365.035,0.759734
35.5,0,4.35824,1.26252,1.12323,0.186181,7,0.0346632,32.2681,0.74744
35.5,1,5.56399,1.1442,7.41616,0.235001,4,0.0552254,64.8901,-0.49422
35.5,2,3.93294,4.0309,4.73154,1.48966,17.5,2.21908,16528.3,4.06889
35.5,3,5.46673,2.09304,4.40192,0.502049,3,0.252053,632.716,-1.39487
35.5,4,4.41396,1.49834,4.5667,0.298847,1.5,0.0893095,133.449,-0.78175
35.5,5,5.17204,1.44382,4.82683,0.417947,1,0.17468,365.035,0.759734
35.5,6,5,1,5,0.318822,0.5,0.101647,162.037,-0.677324
36,0,4.30887,1.28272,0.82502,0.186181,7.5,0.0346632,32.2681,0.74744
36,1,5.64456,1.1648,7.76133,0.235001,4.5,0.0552254,64.8901,-0.49422
36,2,3.8827,4.22147,4.69828,1.48966,18,2.21908,16528.3,4.06889
36,3,5.58722,2.36649,4.24392,0.502049,3.5,0.252053,632.716,-1.39487
36,4,4.12093,1.74751,4.35005,0.298847,2,0.0893095,133.449,-0.78175
36,5,5.34407,1.88764,4.65365,0.417947,1.5,0.17468,365.035,0.759734
36,6,4.87418,1.01624,4.97216,0.320799,1,0.102912,165.071,0.0919814
36.5,0,4.2595,1.30291,0.526807,0.186181,8,0.0346632,32.2681,0.74744
36.5,1,5.72513,1.1854,8.10649,0.235001,5,0.0552254,64.8901,-0.49422
36.5,2,3.83245,4.41203,4.66503,1.48966,18.5,2.21908,16528.3,4.06889
36.5,3,5.7077,2.63995,4.08591,0.502049,4,0.252053,632.716,-1.39487
36.5,4,3.82791,1.99668,4.1334,0.298847,2.5,0.0893095,133.449,-0.78175
36.5,5,5.51611,2.33147,4.48048,0.417947,2,0.17468,365.035,0.759734
36.5,6,4.89851,1.01514,4.97612,0.499751,1.5,0.249751,624.065,-0.0210375
37,0,4.21014,1.3231,0.228594,0.186181,8.5,0.0346632,32.2681,0.74744
37,1,5.8057,1.206,8.45166,0.235001,5.5,0.0552254,64.8901,-0.49422
37,2,3.78221,4.6026,4.63177,1.48966,19,2.21908,16528.3,4.06889
37,3,3.53489,2.24586,3.91675,0.298847,3,0.0893095,133.449,-0.78175
37,4,5.77086,2.85687,4.08321,0.653248,4.5,0.426733,1393.81,-0.63514
37,5,4.93878,1.18775,5.06733,0.627322,2,0.393533,1234.36,-0.466101
37.5,0,5.88627,1.2266,8.79682,0.235001,6,0.0552254,64.8901,-0.49422
37.5,1,3.73196,4.79317,4.59852,1.48966,19.5,2.21908,16528.3,4.06889
37.5,2,3.24187,2.49503,3.70011,0.298847,3.5,0.0893095,133.449,-0.78175
37.5,3,5.91245,3.20006,3.919,0.653248,5,0.426733,1393.81,-0.63514
37.5,4,4.86173,1.44911,5.24509,0.67389,2.5,0.454128,1530.16,-0.634263
38,0,5.96684,1.2472,9.14199,0.235001,6.5,0.0552254,64.8901,-0.49422
38,1,3.68172,4.98374,4.56526,1.48966,20,2.21908,16528.3,4.06889
38,2,2.94885,2.7442,3.48346,0.298847,4,0.0893095,133.449,-0.78175
38,3,6.05403,3.54326,3.75479,0.653248,5.5,0.426733,1393.81,-0.63514
38,4,4.80655,1.75541,5.43504,0.67389,3,0.454128,1530.16,-0.634263
38,5,5,1,5,0.309124,0.5,0.0955579,147.696,-0.327089
38.5,0,6.04741,1.2678,9.48715,0.235001,7,0.0552254,64.8901,-0.49422
38.5,1,3.63148,5.17431,4.53201,1.48966,20.5,2.21908,16528.3,4.06889
38.5,2,2.65582,2.99337,3.26681,0.298847,4.5,0.0893095,133.449,-0.78175
38.5,3,6.19562,3.88645,3.59058,0.653248,6,0.426733,1393.81,-0.63514
38.5,4,4.75137,2.06172,5.62499,0.67389,3.5,0.454128,1530.16,-0.634263
38.5,5,4.67418,1.10816,5.32404,0.309124,1,0.0955579,147.696,-0.327089
38.5,6,5,1,5,0.113931,0.5,0.0129804,7.39437,0.163389
39,0,3.58123,5.36488,4.49875,1.48966,21,2.21908,16528.3,4.06889
39,1,2.3628,3.24254,3.05016,0.298847,5,0.0893095,133.449,-0.78175
39,2,6.33721,4.22965,3.42636,0.653248,6.5,0.426733,1393.81,-0.63514
39,3,4.69619,2.36802,5.81494,0.67389,4,0.454128,1530.16,-0.634263
39,4,4.34835,1.21631,5.64808,0.309124,1.5,0.0955579,147.696,-0.327089
39,5,5.01459,1.0054,4.98425,0.418455,1,0.175105,366.368,0.752291
39.5,0,3.53099,5.55544,4.4655,1.48966,21.5,2.21908,16528.3,4.06889
39.5,1,2.06978,3.49171,2.83351,0.298847,5.5,0.0893095,133.449,-0.78175
39.5,2,6.47879,4.57284,3.26215,0.653248,7,0.426733,1393.81,-0.63514
39.5,3,4.64101,2.67432,6.00489,0.67389,4.5,0.454128,1530.16,-0.634263
39.5,4,4.02253,1.32447,5.97212,0.309124,2,0.0955579,147.696,-0.327089
39.5,5,4.9885,1.0171,4.79209,0.588735,1.5,0.346608,1020.3,0.302881
40,0,3.48075,5.74601,4.43224,1.48966,22,2.21908,16528.3,4.06889
40,1,1.77676,3.74088,2.61686,0.298847,6,0.0893095,133.449,-0.78175
40,2,6.62038,4.91603,3.09794,0.653248,7.5,0.426733,1393.81,-0.63514
40,3,4.58583,2.98063,6.19484,0.67389,5,0.454128,1530.16,-0.634263
40,4,3.69671,1.43262,6.29616,0.309124,2.5,0.0955579,147.696,-0.327089
40,5,4.76011,1.25624,4.6178,0.58921,2,0.347169,1022.78,-0.525005
40.5,0,3.4305,5.93658,4.39899,1.48966,22.5,2.21908,16528.3,4.06889
40.5,1,1.48374,3.99005,2.40021,0.298847,6.5,0.0893095,133.449,-0.78175
40.5,2,6.76197,5.25923,2.93373,0.653248,8,0.426733,1393.81,-0.63514
40.5,3,4.53065,3.28693,6.38479,0.67389,5.5,0.454128,1530.16,-0.634263
40.5,4,3.37088,1.54078,6.6202,0.309124,3,0.0955579,147.696,-0.327089
40.5,5,4.53164,1.49613,4.44349,0.58921,2.5,0.347169,1022.78,-0.525005
40.5,6,5,1,5,0.332311,0.5,0.11043,183.486,-0.844083
41,0,3.38026,6.12715,4.36573,1.48966,23,2.21908,16528.3,4.06889
41,1,1.19071,4.23922,2.18356,0.298847,7,0.0893095,133.449,-0.78175
41,2,6.90355,5.60242,2.76951,0.653248,8.5,0.426733,1393.81,-0.63514
41,3,4.47546,3.59323,6.57474,0.67389,6,0.454128,1530.16,-0.634263
41,4,3.04506,1.64893,6.94424,0.309124,3.5,0.0955579,147.696,-0.327089
41,5,4.30317,1.73602,4.26919,0.58921,3,0.347169,1022.78,-0.525005
41,6,5.14952,1.0559,5.04571,0.452263,1,0.204542,462.535,-0.702186
41.5,0,3.33001,6.31772,4.33248,1.48966,23.5,2.21908,16528.3,4.06889
41.5,1,0.897692,4.4884,1.96691,0.298847,7.5,0.0893095,133.449,-0.78175
41.5,2,7.04514,5.94562,2.6053,0.653248,9,0.426733,1393.81,-0.63514
41.5,3,4.42028,3.89954,6.76468,0.67389,6.5,0.454128,1530.16,-0.634263
41.5,4,2.71924,1.75709,7.26828,0.309124,4,0.0955579,147.696,-0.327089
41.5,5,4.0747,1.97591,4.09488,0.58921,3.5,0.347169,1022.78,-0.525005
41.5,6,5.36411,1.24751,4.86367,0.452263,1.5,0.204542,462.535,-0.702186
41.5,7,5,1,5,0.0696408,0.5,0.00484985,1.68874,0.918155
42,0,3.27977,6.50828,4.29922,1.48966,24,2.21908,16528.3,4.06889
42,1,0.60467,4.73757,1.75026,0.298847,8,0.0893095,133.449,-0.78175
42,2,7.18673,6.28881,2.44109,0.653248,9.5,0.426733,1393.81,-0.63514
42,3,4.3651,4.20584,6.95463,0.67389,7,0.454128,1530.16,-0.634263
42,4,2.39342,1.86524,7.59232,0.309124,4.5,0.0955579,147.696,-0.327089
42,5,3.84623,2.2158,3.92057,0.58921,4,0.347169,1022.78,-0.525005
42,6,5.57869,1.43912,4.68162,0.452263,2,0.204542,462.535,-0.702186
42,7,4.42309,1.08113,4.7876,0.0696408,1,0.00484985,1.68874,0.918155
42,8,5,1,5,0.447683,0.5,0.20042,448.624,0.473951
42.5,0,3.22953,6.69885,4.26597,1.48966,24.5,2.21908,16528.3,4.06889
42.5,1,0.311648,4.98674,1.53361,0.298847,8.5,0.0893095,133.449,-0.78175
42.5,2,7.32832,6.63201,2.27688,0.653248,10,0.426733,1393.81,-0.63514
42.5,3,4.30992,4.51214,7.14458,0.67389,7.5,0.454128,1530.16,-0.634263
42.5,4,2.06759,1.9734,7.91636,0.309124,5,0.0955579,147.696,-0.327089
42.5,5,3.61776,2.45569,3.74626,0.58921,4.5,0.347169,1022.78,-0.525005
42.5,6,5.79328,1.63074,4.49958,0.452263,2.5,0.204542,462.535,-0.702186
42.5,7,3.84618,1.16227,4.57521,0.0696408,1.5,0.00484985,1.68874,0.918155
42.5,8,5.09475,1.48523,5.33499,0.447683,1,0.20042,448.624,0.473951
42.5,9,5,1,5,0.0341013,0.5,0.0011629,0.198282,0.462522
43,0,3.17928,6.88942,4.23271,1.48966,25,2.21908,16528.3,4.06889
43,1,7.4699,6.9752,2.11266,0.653248,10.5,0.426733,1393.81,-0.63514
43,2,4.25474,4.81845,7.33453,0.67389,8,0.454128,1530.16,-0.634263
43,3,1.74177,2.08155,8.2404,0.309124,5.5,0.0955579,147.696,-0.327089
43,4,3.38929,2.69558,3.57195,0.58921,5,0.347169,1022.78,-0.525005
43,5,6.00787,1.82235,4.31753,0.452263,3,0.204542,462.535,-0.702186
43,6,3.26927,1.2434,4.36281,0.0696408,2,0.00484985,1.68874,0.918155
43,7,5.1895,1.97046,5.66999,0.447683,1.5,0.20042,448.624,0.473951
43,8,4.79241,1.13525,5.18426,0.0341013,1,0.0011629,0.198282,0.462522
43,9,5,1,5,0.308421,0.5,0.0951237,146.691,0.411693
43.5,0,3.12904,7.07999,4.19946,1.48966,25.5,2.21908,16528.3,4.06889
43.5,1,7.61149,7.31839,1.94845,0.653248,11,0.426733,1393.81,-0.63514
43.5,2,4.19956,5.12475,7.52448,0.67389,8.5,0.454128,1530.16,-0.634263
43.5,3,1.41595,2.18971,8.56444,0.309124,6,0.0955579,147.696,-0.327089
43.5,4,3.16082,2.93547,3.39764,0.58921,5.5,0.347169,1022.78,-0.525005
43.5,5,6.22245,2.01396,4.13548,0.452263,3.5,0.204542,462.535,-0.702186
43.5,6,2.69236,1.32453,4.15041,0.0696408,2.5,0.00484985,1.68874,0.918155
43.5,7,5.28426,2.45568,6.00498,0.447683,2,0.20042,448.624,0.473951
43.5,8,4.58482,1.27051,5.36851,0.0341013,1.5,0.0011629,0.198282,0.462522
43.5,9,5.00765,1.00867,5.00959,0.542501,1,0.294307,798.308,0.787637
44,0,3.0788,7.27056,4.1662,1.48966,26,2.21908,16528.3,4.06889
44,1,7.75308,7.66159,1.78424,0.653248,11.5,0.426733,1393.81,-0.63514
44,2,4.14438,5.43105,7.71443,0.67389,9,0.454128,1530.16,-0.634263
44,3,1.09012,2.29787,8.88848,0.309124,6.5,0.0955579,147.696,-0.327089
44,4,2.93235,3.17536,3.22334,0.58921,6,0.347169,1022.78,-0.525005
44,5,6.43704,2.20557,3.95344,0.452263,4,0.204542,462.535,-0.702186
44,6,2.11545,1.40567,3.93801,0.0696408,3,0.00484985,1.68874,0.918155
44,7,5.37901,2.94091,6.33998,0.447683,2.5,0.20042,448.624,0.473951
44,8,4.37723,1.40576,5.55277,0.0341013,2,0.0011629,0.198282,0.462522
44,9,5.12726,1.10078,4.97537,0.61764,1.5,0.381479,1178.08,1.10561
44.5,0,3.02855,7.46113,4.13295,1.48966,26.5,2.21908,16528.3,4.06889
44.5,1,7.89466,8.00478,1.62003,0.653248,12,0.426733,1393.81,-0.63514
44.5,2,4.0892,5.73736,7.90438,0.67389,9.5,0.454128,1530.16,-0.634263
44.5,3,0.7643,2.40602,9.21252,0.309124,7,0.0955579,147.696,-0.327089
44.5,4,2.70388,3.41525,3.04903,0.58921,6.5,0.347169,1022.78,-0.525005
44.5,5,6.65162,2.39719,3.77139,0.452263,4.5,0.204542,462.535,-0.702186
44.5,6,1.53854,1.4868,3.72562,0.0696408,3.5,0.00484985,1.68874,0.918155
44.5,7,5.47376,3.42614,6.67497,0.447683,3,0.20042,448.624,0.473951
44.5,8,4.16964,1.54101,5.73702,0.0341013,2.5,0.0011629,0.198282,0.462522
44.5,9,5.29695,1.23347,4.89355,0.621128,2,0.3858,1198.16,0.803359
45,0,2.97831,7.65169,4.09969,1.48966,27,2.21908,16528.3,4.06889
45,1,8.03625,8.34798,1.45582,0.653248,12.5,0.426733,1393.81,-0.63514
45,2,4.03402,6.04366,8.09433,0.67389,10,0.454128,1530.16,-0.634263
45,3,0.438477,2.51418,9.53656,0.309124,7.5,0.0955579,147.696,-0.327089
45,4,2.47541,3.65513,2.87472,0.58921,7,0.347169,1022.78,-0.525005
45,5,6.86621,2.5888,3.58934,0.452263,5,0.204542,462.535,-0.702186
45,6,0.96163,1.56793,3.51322,0.0696408,4,0.00484985,1.68874,0.918155
45,7,5.56851,3.91137,7.00996,0.447683,3.5,0.20042,448.624,0.473951
45,8,3.96205,1.67626,5.92128,0.0341013,3,0.0011629,0.198282,0.462522
45,9,5.4658,1.36976,4.80972,0.621128,2.5,0.3858,1198.16,0.803359
45,10,5,1,5,0.468228,0.5,0.219238,513.267,0.247565
45.5,0,2.92807,7.84226,4.06644,1.48966,27.5,2.21908,16528.3,4.06889
45.5,1,8.17784,8.69117,1.2916,0.653248,13,0.426733,1393.81,-0.63514
45.5,2,3.97884,6.34996,8.28428,0.67389,10.5,0.454128,1530.16,-0.634263
45.5,3,2.24694,3.89502,2.70041,0.58921,7.5,0.347169,1022.78,-0.525005
45.5,4,7.08079,2.78041,3.4073,0.452263,5.5,0.204542,462.535,-0.702186
45.5,5,0.38472,1.64906,3.30082,0.0696408,4.5,0.00484985,1.68874,0.918155
45.5,6,5.66327,4.39659,7.34496,0.447683,4,0.20042,448.624,0.473951
45.5,7,3.75446,1.81152,6.10553,0.0341013,3.5,0.0011629,0.198282,0.462522
45.5,8,5.63466,1.50606,4.72589,0.621128,3,0.3858,1198.16,0.803359
45.5,9,5.01596,1.1415,4.91489,0.604536,1,0.365464,1104.68,0.356976
46,0,2.87782,8.03283,4.03318,1.48966,28,2.21908,16528.3,4.06889
46,1,8.31942,9.03436,1.12739,0.653248,13.5,0.426733,1393.81,-0.63514
46,2,3.92366,6.65627,8.47423,0.67389,11,0.454128,1530.16,-0.634263
46,3,2.01847,4.13491,2.5261,0.58921,8,0.347169,1022.78,-0.525005
46,4,7.29538,2.97202,3.22525,0.452263,6,0.204542,462.535,-0.702186
46,5,5.75802,4.88182,7.67995,0.447683,4.5,0.20042,448.624,0.473951
46,6,3.54687,1.94677,6.28979,0.0341013,4,0.0011629,0.198282,0.462522
46,7,5.80351,1.64236,4.64206,0.621128,3.5,0.3858,1198.16,0.803359
46,8,4.94834,1.25021,4.89518,0.771997,1.5,0.595979,2300.47,1.34228
46.5,0,2.82758,8.2234,3.99993,1.48966,28.5,2.21908,16528.3,4.06889
46.5,1,3.86848,6.96257,8.66417,0.67389,11.5,0.454128,1530.16,-0.634263
46.5,2,1.79,4.3748,2.3518,0.58921,8.5,0.347169,1022.78,-0.525005
46.5,3,7.50997,3.16363,3.04321,0.452263,6.5,0.204542,462.535,-0.702186
46.5,4,5.85277,5.36705,8.01495,0.447683,5,0.20042,448.624,0.473951
46.5,5,3.33928,2.08202,6.47405,0.0341013,4.5,0.0011629,0.198282,0.462522
46.5,6,5.97236,1.77865,4.55823,0.621128,4,0.3858,1198.16,0.803359
46.5,7,4.83536,1.4361,4.92312,0.775003,2,0.60063,2327.45,1.87335
47,0,2.77733,8.41397,3.96667,1.48966,29,2.21908,16528.3,4.06889
47,1,3.8133,7.26888,8.85412,0.67389,12,0.454128,1530.16,-0.634263
47,2,1.56153,4.61469,2.17749,0.58921,9,0.347169,1022.78,-0.525005
47,3,7.72455,3.35525,2.86116,0.452263,7,0.204542,462.535,-0.702186
47,4,5.94752,5.85228,8.34994,0.447683,5.5,0.20042,448.624,0.473951
47,5,3.13169,2.21727,6.6583,0.0341013,5,0.0011629,0.198282,0.462522
47,6,6.14122,1.91495,4.47439,0.621128,4.5,0.3858,1198.16,0.803359
47,7,4.77788,1.49703,4.962,0.869203,2.5,0.755514,3283.47,2.80267
47.5,0,3.75812,7.57518,9.04407,0.67389,12.5,0.454128,1530.16,-0.634263
47.5,1,1.33306,4.85458,2.00318,0.58921,9.5,0.347169,1022.78,-0.525005
47.5,2,7.93914,3.54686,2.67911,0.452263,7.5,0.204542,462.535,-0.702186
47.5,3,6.04228,6.33751,8.68493,0.447683,6,0.20042,448.624,0.473951
47.5,4,2.9241,2.35253,6.84256,0.0341013,5.5,0.0011629,0.198282,0.462522
47.5,5,6.31007,2.05125,4.39056,0.621128,5,0.3858,1198.16,0.803359
47.5,6,4.69748,1.67144,5.05058,0.869443,3,0.75593,3286.19,3.47156
48,0,3.70293,7.88148,9.23402,0.67389,13,0.454128,1530.16,-0.634263
48,1,1.10459,5.09447,1.82887,0.58921,10,0.347169,1022.78,-0.525005
48,2,8.15372,3.73847,2.49707,0.452263,8,0.204542,462.535,-0.702186
48,3,6.13703,6.82273,9.01993,0.447683,6.5,0.20042,448.624,0.473951
48,4,2.7165,2.48778,7.02681,0.0341013,6,0.0011629,0.198282,0.462522
48,5,6.47892,2.18755,4.30673,0.621128,5.5,0.3858,1198.16,0.803359
48,6,4.61691,1.84613,5.13938,0.869443,3.5,0.75593,3286.19,3.47156
48,7,5,1,5,0.0253583,0.5,0.000643042,0.0815322,0.410897
48.5,0,0.876124,5.33436,1.65456,0.58921,10.5,0.347169,1022.78,-0.525005
48.5,1,8.36831,3.93008,2.31502,0.452263,8.5,0.204542,462.535,-0.702186
48.5,2,6.23178,7.30796,9.35492,0.447683,7,0.20042,448.624,0.473951
48.5,3,2.50891,2.62303,7.21107,0.0341013,6.5,0.0011629,0.198282,0.462522
48.5,4,6.64778,2.32384,4.2229,0.621128,6,0.3858,1198.16,0.803359
48.5,5,4.53635,2.02082,5.22817,0.869443,4,0.75593,3286.19,3.47156
48.5,6,5.00021,1.00051,4.9997,0.456907,1,0.208764,476.927,0.739436
49,0,0.647654,5.57425,1.48025,0.58921,11,0.347169,1022.78,-0.525005
49,1,8.58289,4.1217,2.13297,0.452263,9,0.204542,462.535,-0.702186
49,2,2.30132,2.75828,7.39532,0.0341013,7,0.0011629,0.198282,0.462522
49,3,6.81663,2.46014,4.13907,0.621128,6.5,0.3858,1198.16,0.803359
49,4,4.45578,2.19552,5.31697,0.869443,4.5,0.75593,3286.19,3.47156
49,5,5.02233,1.26752,5.18839,0.477349,1.5,0.227862,543.85,-0.157191
49.5,0,8.79748,4.31331,1.95093,0.452263,9.5,0.204542,462.535,-0.702186
49.5,1,2.09373,2.89354,7.57958,0.0341013,7.5,0.0011629,0.198282,0.462522
49.5,2,6.98548,2.59644,4.05524,0.621128,7,0.3858,1198.16,0.803359
49.5,3,4.37522,2.37021,5.40576,0.869443,5,0.75593,3286.19,3.47156
49.5,4,5.04082,1.55138,5.36674,0.477349,2,0.227862,543.85,-0.157191
49.5,5,5,1,5,0.311674,0.5,0.0971405,151.381,-0.656473
50,0,9.01207,4.50492,1.76888,0.452263,10,0.204542,462.535,-0.702186
50,1,1.88614,3.02879,7.76384,0.0341013,8,0.0011629,0.198282,0.462522
50,2,7.15434,2.73273,3.97141,0.621128,7.5,0.3858,1198.16,0.803359
50,3,4.29465,2.5449,5.49456,0.869443,5.5,0.75593,3286.19,3.47156
50,4,5.0593,1.83523,5.54509,0.477349,2.5,0.227862,543.85,-0.157191
50,5,4.69084,1.28882,4.76043,0.311674,1,0.0971405,151.381,-0.656473
50.5,0,9.22665,4.69653,1.58683,0.452263,10.5,0.204542,462.535,-0.702186
50.5,1,1.67855,3.16404,7.94809,0.0341013,8.5,0.0011629,0.198282,0.462522
50.5,2,7.32319,2.86903,3.88758,0.621128,8,0.3858,1198.16,0.803359
50.5,3,4.21409,2.71959,5.58336,0.869443,6,0.75593,3286.19,3.47156
50.5,4,5.07779,2.11909,5.72344,0.477349,3,0.227862,543.85,-0.157191
50.5,5,4.38169,1.57764,4.52086,0.311674,1.5,0.0971405,151.381,-0.656473
51,0,9.44124,4.88815,1.40479,0.452263,11,0.204542,462.535,-0.702186
51,1,1.47096,3.29929,8.13235,0.0341013,9,0.0011629,0.198282,0.462522
51,2,7.49204,3.00533,3.80375,0.621128,8.5,0.3858,1198.16,0.803359
51,3,4.13353,2.89428,5.67215,0.869443,6.5,0.75593,3286.19,3.47156
51,4,5.09628,2.40294,5.9018,0.477349,3.5,0.227862,543.85,-0.157191
51,5,4.07253,1.86646,4.28129,0.311674,2,0.0971405,151.381,-0.656473
51.5,0,1.26337,3.43455,8.3166,0.0341013,9.5,0.0011629,0.198282,0.462522
51.5,1,7.6609,3.14162,3.71992,0.621128,9,0.3858,1198.16,0.803359
51.5,2,4.05296,3.06898,5.76095,0.869443,7,0.75593,3286.19,3.47156
51.5,3,5.11476,2.6868,6.08015,0.477349,4,0.227862,543.85,-0.157191
51.5,4,3.76337,2.15528,4.04171,0.311674,2.5,0.0971405,151.381,-0.656473
52,0,1.05578,3.5698,8.50086,0.0341013,10,0.0011629,0.198282,0.462522
52,1,7.82975,3.27792,3.63609,0.621128,9.5,0.3858,1198.16,0.803359
52,2,3.9724,3.24367,5.84975,0.869443,7.5,0.75593,3286.19,3.47156
52,3,5.13325,2.97066,6.2585,0.477349,4.5,0.227862,543.85,-0.157191
52,4,3.45422,2.4441,3.80214,0.311674,3,0.0971405,151.381,-0.656473
52.5,0,0.848191,3.70505,8.68511,0.0341013,10.5,0.0011629,0.198282,0.462522
52.5,1,7.9986,3.41422,3.55226,0.621128,10,0.3858,1198.16,0.803359
52.5,2,3.89183,3.41836,5.93854,0.869443,8,0.75593,3286.19,3.47156
52.5,3,5.15174,3.25451,6.43685,0.477349,5,0.227862,543.85,-0.157191
52.5,4,3.14506,2.73292,3.56257,0.311674,3.5,0.0971405,151.381,-0.656473
53,0,0.6406,3.8403,8.86937,0.0341013,11,0.0011629,0.198282,0.462522
53,1,8.16745,3.55051,3.46843,0.621128,10.5,0.3858,1198.16,0.803359
53,2,3.81127,3.59305,6.02734,0.869443,8.5,0.75593,3286.19,3.47156
53,3,5.17023,3.53837,6.6152,0.477349,5.5,0.227862,543.85,-0.157191
53,4,2.8359,3.02174,3.323,0.311674,4,0.0971405,151.381,-0.656473
53.5,0,0.43301,3.97556,9.05363,0.0341013,11.5,0.0011629,0.198282,0.462522
53.5,1,8.33631,3.68681,3.3846,0.621128,11,0.3858,1198.16,0.803359
53.5,2,3.7307,3.76775,6.11613,0.869443,9,0.75593,3286.19,3.47156
53.5,3,5.18871,3.82222,6.79355,0.477349,6,0.227862,543.85,-0.157191
53.5,4,2.52675,3.31056,3.08343,0.311674,4.5,0.0971405,151.381,-0.656473
